0    ,1388
0    ,4553
0    ,4592
0    ,4593
0    ,4643
0    ,4740
0    ,4777
0    ,4837
0    ,5119
0    ,5169
0    ,5192
0    ,5217
0    ,5271
0    ,5288
0    ,5384
0    ,5606
0    ,5617
0    ,5846
0    ,11246
0    ,14135
0    ,22568
0    ,22572
1    ,73
2    ,108
3    ,108
4    ,14
4    ,11523
4    ,11930
4    ,16581
5    ,108
6    ,108
7    ,8
7    ,28
7    ,35
7    ,40
7    ,41
7    ,48
7    ,51
7    ,57
7    ,95
7    ,126
7    ,222
7    ,15460
7    ,16583
8    ,17
8    ,100
8    ,121
8    ,123
8    ,6044
8    ,6109
8    ,19373
9    ,28
9    ,36
9    ,40
9    ,151
9    ,152
9    ,222
9    ,13232
9    ,15460
9    ,15471
10   ,46
10   ,9754
10   ,15792
10   ,21620
10   ,21621
10   ,21654
10   ,23093
11   ,12
11   ,120
11   ,5265
12   ,5196
12   ,5265
12   ,5372
12   ,17334
13   ,25
13   ,48
13   ,73
13   ,105
13   ,126
13   ,131
13   ,4496
13   ,12787
13   ,12834
13   ,16705
13   ,19051
13   ,21939
14   ,37
14   ,52
14   ,59
14   ,73
14   ,92
14   ,98
14   ,127
14   ,131
14   ,142
14   ,173
14   ,194
14   ,240
14   ,1011
14   ,2949
14   ,2952
14   ,3053
14   ,5420
14   ,5619
14   ,5657
14   ,6299
14   ,6301
14   ,6302
14   ,9579
14   ,14181
14   ,15471
14   ,15481
14   ,15483
14   ,16416
14   ,16417
14   ,18322
14   ,20490
14   ,20491
14   ,20606
14   ,23149
14   ,23153
14   ,23173
15   ,83
15   ,17050
16   ,68
16   ,138
16   ,2128
16   ,16024
16   ,18703
17   ,75
17   ,78
17   ,101
17   ,121
17   ,6109
17   ,12627
18   ,43
18   ,44
18   ,74
18   ,108
18   ,684
18   ,2262
18   ,4440
19   ,57
19   ,12976
20   ,26
20   ,35
20   ,36
20   ,101
20   ,222
21   ,67
21   ,3679
21   ,19152
22   ,76
22   ,105
22   ,16581
22   ,16582
23   ,5265
23   ,5606
23   ,5617
23   ,18781
24   ,98
24   ,22668
25   ,76
25   ,82
25   ,126
25   ,131
25   ,134
25   ,4496
25   ,18781
26   ,101
27   ,75
27   ,6119
28   ,41
28   ,59
28   ,12787
28   ,16581
29   ,5192
29   ,10498
29   ,10499
29   ,10502
29   ,17448
30   ,88
30   ,2423
30   ,2840
30   ,2843
30   ,9081
30   ,11578
30   ,21723
31   ,62
31   ,110
31   ,16959
32   ,190
32   ,6010
32   ,6043
32   ,6319
32   ,8546
32   ,8547
32   ,8549
32   ,8587
32   ,9814
32   ,11087
32   ,13677
32   ,13682
32   ,15680
32   ,17166
32   ,18703
32   ,19982
32   ,20020
32   ,21092
32   ,21721
33   ,119
33   ,121
33   ,136
33   ,140
33   ,150
33   ,206
33   ,207
33   ,5177
33   ,5521
33   ,9799
33   ,9836
33   ,13902
33   ,15485
33   ,16416
33   ,16417
33   ,16915
33   ,16972
33   ,18098
33   ,18658
33   ,18703
33   ,18939
33   ,19231
33   ,20505
33   ,20606
33   ,22071
34   ,38
34   ,50
34   ,74
34   ,99
34   ,139
34   ,5873
34   ,15476
34   ,19133
35   ,40
35   ,45
35   ,50
35   ,54
35   ,95
35   ,101
35   ,111
35   ,126
35   ,206
35   ,2952
35   ,15480
36   ,38
36   ,40
36   ,50
36   ,54
36   ,57
36   ,59
36   ,75
36   ,83
36   ,91
36   ,109
36   ,112
36   ,118
36   ,124
36   ,125
36   ,206
36   ,2680
36   ,4753
36   ,5392
36   ,15471
36   ,15481
36   ,15484
36   ,15662
36   ,20490
36   ,20491
37   ,114
37   ,177
37   ,178
37   ,194
37   ,199
37   ,203
37   ,205
37   ,2949
37   ,3038
37   ,5420
37   ,12972
37   ,18321
37   ,18322
37   ,18441
37   ,23202
37   ,23264
38   ,70
38   ,98
38   ,11931
39   ,98
39   ,161
39   ,173
39   ,176
39   ,177
39   ,188
39   ,5356
39   ,19134
40   ,45
40   ,50
40   ,59
40   ,5023
40   ,15460
41   ,51
41   ,82
41   ,222
41   ,15480
41   ,18587
41   ,20114
42   ,72
42   ,79
42   ,92
42   ,177
42   ,194
42   ,196
42   ,203
42   ,2387
42   ,2597
42   ,2680
42   ,2875
42   ,2945
42   ,2949
42   ,3053
42   ,3058
42   ,3066
42   ,3070
42   ,9081
42   ,12396
42   ,12976
42   ,15174
42   ,15471
42   ,17100
42   ,18351
42   ,18405
42   ,18441
42   ,23151
42   ,23154
42   ,23173
42   ,23264
43   ,11931
43   ,15394
43   ,15481
43   ,18394
43   ,18747
44   ,108
44   ,580
45   ,50
45   ,58
45   ,124
45   ,142
45   ,15484
45   ,19448
45   ,21787
45   ,21788
45   ,22996
46   ,84
46   ,132
46   ,150
46   ,243
46   ,1112
46   ,5384
46   ,5521
46   ,7444
46   ,8398
46   ,9764
46   ,10222
46   ,11583
46   ,11596
46   ,11627
46   ,12263
46   ,12515
46   ,12517
46   ,16309
46   ,16979
46   ,17740
46   ,17742
46   ,18702
46   ,18703
46   ,21135
46   ,21621
46   ,21654
46   ,22998
46   ,23431
47   ,57
47   ,79
47   ,80
47   ,87
47   ,96
47   ,102
47   ,127
47   ,129
47   ,148
47   ,154
47   ,224
47   ,3315
47   ,5879
47   ,8947
47   ,9081
47   ,11578
47   ,16927
47   ,18534
47   ,18883
47   ,19046
47   ,19054
47   ,19062
47   ,19914
47   ,20114
47   ,21140
47   ,23095
48   ,126
48   ,131
48   ,15460
48   ,16579
48   ,19050
49   ,148
49   ,3956
49   ,7481
49   ,16581
49   ,16582
50   ,57
50   ,74
50   ,90
50   ,99
50   ,111
50   ,139
50   ,222
50   ,15476
50   ,15484
50   ,19133
51   ,118
51   ,126
51   ,163
51   ,222
51   ,18781
52   ,98
52   ,193
52   ,195
52   ,2949
52   ,3956
52   ,5023
52   ,16457
52   ,22186
52   ,23149
52   ,23173
53   ,74
53   ,80
53   ,90
53   ,5010
53   ,11931
53   ,19342
53   ,19484
54   ,68
54   ,73
54   ,9564
54   ,16972
55   ,1438
55   ,4119
55   ,5038
56   ,5921
56   ,12246
57   ,71
57   ,74
57   ,80
57   ,91
57   ,109
57   ,124
57   ,125
57   ,141
57   ,3265
57   ,16959
58   ,91
58   ,109
58   ,125
58   ,3159
58   ,4798
58   ,5192
58   ,18781
59   ,83
59   ,121
59   ,129
59   ,134
59   ,5619
59   ,12787
59   ,15484
59   ,16416
59   ,16583
59   ,20491
